INSTRUMENT_CD,INSTRUMENT_DESC,INSTRUMENT_TYPE,IS_ACTIVE
INS010507,Instrument INS010507,BOND,Y
INS010508,Instrument INS010508,FX,Y
INS010509,Instrument INS010509,EQUITY,Y
INS010510,Instrument INS010510,BOND,Y
INS010511,Instrument INS010511,BOND,Y
INS010512,Instrument INS010512,EQUITY,Y
INS010513,Instrument INS010513,EQUITY,Y
INS010514,Instrument INS010514,BOND,Y
INS010515,Instrument INS010515,EQUITY,Y
INS010516,Instrument INS010516,FX,Y
INS010517,Instrument INS010517,FX,Y
INS010518,Instrument INS010518,FX,Y
INS010519,Instrument INS010519,EQUITY,Y
INS010520,Instrument INS010520,EQUITY,Y
INS010521,Instrument INS010521,EQUITY,Y
INS010522,Instrument INS010522,BOND,Y
INS010523,Instrument INS010523,FX,Y
INS010524,Instrument INS010524,BOND,Y
INS010525,Instrument INS010525,BOND,Y
INS010526,Instrument INS010526,BOND,Y
INS010527,Instrument INS010527,FX,Y
INS010528,Instrument INS010528,FX,Y
INS010529,Instrument INS010529,FX,Y
INS010530,Instrument INS010530,EQUITY,Y
INS010531,Instrument INS010531,FX,Y
INS010532,Instrument INS010532,EQUITY,Y
INS010533,Instrument INS010533,EQUITY,Y
INS010534,Instrument INS010534,EQUITY,Y
INS010535,Instrument INS010535,FX,Y
INS010536,Instrument INS010536,FX,Y
INS010537,Instrument INS010537,FX,Y
INS010538,Instrument INS010538,FX,Y
INS010539,Instrument INS010539,BOND,Y
INS010540,Instrument INS010540,FX,Y
INS010541,Instrument INS010541,FX,Y
INS010542,Instrument INS010542,FX,Y
INS010543,Instrument INS010543,FX,Y
INS010544,Instrument INS010544,FX,Y
INS010545,Instrument INS010545,BOND,Y
INS010546,Instrument INS010546,BOND,Y
INS010547,Instrument INS010547,EQUITY,Y
INS010548,Instrument INS010548,EQUITY,Y
INS010549,Instrument INS010549,FX,Y
INS010550,Instrument INS010550,EQUITY,Y
INS010551,Instrument INS010551,BOND,Y
INS010552,Instrument INS010552,FX,Y
INS010553,Instrument INS010553,EQUITY,Y
INS010554,Instrument INS010554,EQUITY,Y
INS010555,Instrument INS010555,BOND,Y
INS010556,Instrument INS010556,FX,Y
INS010557,Instrument INS010557,EQUITY,Y
INS010558,Instrument INS010558,BOND,Y
INS010559,Instrument INS010559,FX,Y
INS010560,Instrument INS010560,BOND,Y
INS010561,Instrument INS010561,FX,Y
INS010562,Instrument INS010562,FX,Y
INS010563,Instrument INS010563,FX,Y
INS010564,Instrument INS010564,BOND,Y
INS010565,Instrument INS010565,FX,Y
INS010566,Instrument INS010566,EQUITY,Y
INS010567,Instrument INS010567,FX,Y
INS010568,Instrument INS010568,FX,Y
INS010569,Instrument INS010569,BOND,Y
INS010570,Instrument INS010570,FX,Y
INS010571,Instrument INS010571,EQUITY,Y
INS010572,Instrument INS010572,EQUITY,Y
INS010573,Instrument INS010573,FX,Y
INS010574,Instrument INS010574,BOND,Y
INS010575,Instrument INS010575,EQUITY,Y
INS010576,Instrument INS010576,BOND,Y
INS010577,Instrument INS010577,FX,Y
INS010578,Instrument INS010578,BOND,Y
INS010579,Instrument INS010579,FX,Y
INS010580,Instrument INS010580,FX,Y
INS010581,Instrument INS010581,BOND,Y
INS010582,Instrument INS010582,EQUITY,Y
INS010583,Instrument INS010583,FX,Y
INS010584,Instrument INS010584,FX,Y
INS010585,Instrument INS010585,FX,Y
INS010586,Instrument INS010586,EQUITY,Y
INS010587,Instrument INS010587,EQUITY,Y
INS010588,Instrument INS010588,FX,Y
INS010589,Instrument INS010589,EQUITY,Y
INS010590,Instrument INS010590,BOND,Y
INS010591,Instrument INS010591,BOND,Y
INS010592,Instrument INS010592,BOND,Y
INS010593,Instrument INS010593,BOND,Y
INS010594,Instrument INS010594,FX,Y
INS010595,Instrument INS010595,BOND,Y
INS010596,Instrument INS010596,EQUITY,Y
INS010597,Instrument INS010597,FX,Y
INS010598,Instrument INS010598,EQUITY,Y
INS010599,Instrument INS010599,BOND,Y
INS010600,Instrument INS010600,FX,Y
INS010601,Instrument INS010601,FX,Y
INS010602,Instrument INS010602,FX,Y
INS010603,Instrument INS010603,BOND,Y
INS010604,Instrument INS010604,EQUITY,Y
INS010605,Instrument INS010605,FX,Y
INS010606,Instrument INS010606,EQUITY,Y
INS010607,Instrument INS010607,BOND,Y
INS010608,Instrument INS010608,BOND,Y
INS010609,Instrument INS010609,EQUITY,Y
INS010610,Instrument INS010610,FX,Y
INS010611,Instrument INS010611,EQUITY,Y
INS010612,Instrument INS010612,FX,Y
INS010613,Instrument INS010613,FX,Y
INS010614,Instrument INS010614,EQUITY,Y
INS010615,Instrument INS010615,FX,Y
INS010616,Instrument INS010616,FX,Y
INS010617,Instrument INS010617,FX,Y
INS010618,Instrument INS010618,BOND,Y
INS010619,Instrument INS010619,FX,Y
INS010620,Instrument INS010620,EQUITY,Y
INS010621,Instrument INS010621,BOND,Y
INS010622,Instrument INS010622,FX,Y
INS010623,Instrument INS010623,BOND,Y
INS010624,Instrument INS010624,EQUITY,Y
INS010625,Instrument INS010625,BOND,Y
INS010626,Instrument INS010626,BOND,Y
INS010627,Instrument INS010627,FX,Y
INS010628,Instrument INS010628,EQUITY,Y
INS010629,Instrument INS010629,EQUITY,Y
INS010630,Instrument INS010630,BOND,Y
INS010631,Instrument INS010631,FX,Y
INS010632,Instrument INS010632,BOND,Y
INS010633,Instrument INS010633,BOND,Y
INS010634,Instrument INS010634,BOND,Y
INS010635,Instrument INS010635,FX,Y
INS010636,Instrument INS010636,BOND,Y
INS010637,Instrument INS010637,FX,Y
INS010638,Instrument INS010638,EQUITY,Y
INS010639,Instrument INS010639,BOND,Y
INS010640,Instrument INS010640,EQUITY,Y
INS010641,Instrument INS010641,BOND,Y
INS010642,Instrument INS010642,EQUITY,Y
INS010643,Instrument INS010643,FX,Y
INS010644,Instrument INS010644,BOND,Y
INS010645,Instrument INS010645,BOND,Y
INS010646,Instrument INS010646,FX,Y
INS010647,Instrument INS010647,EQUITY,Y
INS010648,Instrument INS010648,EQUITY,Y
INS010649,Instrument INS010649,FX,Y
INS010650,Instrument INS010650,EQUITY,Y
INS010651,Instrument INS010651,FX,Y
INS010652,Instrument INS010652,EQUITY,Y
INS010653,Instrument INS010653,FX,Y
INS010654,Instrument INS010654,FX,Y
INS010655,Instrument INS010655,FX,Y
INS010656,Instrument INS010656,FX,Y
INS010657,Instrument INS010657,EQUITY,Y
INS010658,Instrument INS010658,BOND,Y
INS010659,Instrument INS010659,EQUITY,Y
INS010660,Instrument INS010660,FX,Y
INS010661,Instrument INS010661,BOND,Y
INS010662,Instrument INS010662,BOND,Y
INS010663,Instrument INS010663,EQUITY,Y
INS010664,Instrument INS010664,FX,Y
INS010665,Instrument INS010665,FX,Y
INS010666,Instrument INS010666,FX,Y
INS010667,Instrument INS010667,FX,Y
INS010668,Instrument INS010668,FX,Y
INS010669,Instrument INS010669,BOND,Y
INS010670,Instrument INS010670,EQUITY,Y
INS010671,Instrument INS010671,EQUITY,Y
INS010672,Instrument INS010672,EQUITY,Y
INS010673,Instrument INS010673,BOND,Y
INS010674,Instrument INS010674,BOND,Y
INS010675,Instrument INS010675,EQUITY,Y
INS010676,Instrument INS010676,BOND,Y
INS010677,Instrument INS010677,BOND,Y
INS010678,Instrument INS010678,EQUITY,Y
INS010679,Instrument INS010679,BOND,Y
INS010680,Instrument INS010680,FX,Y
INS010681,Instrument INS010681,EQUITY,Y
INS010682,Instrument INS010682,EQUITY,Y
INS010683,Instrument INS010683,EQUITY,Y
INS010684,Instrument INS010684,EQUITY,Y
INS010685,Instrument INS010685,BOND,Y
INS010686,Instrument INS010686,EQUITY,Y
INS010687,Instrument INS010687,FX,Y
INS010688,Instrument INS010688,BOND,Y
INS010689,Instrument INS010689,BOND,Y
INS010690,Instrument INS010690,EQUITY,Y
INS010691,Instrument INS010691,BOND,Y
INS010692,Instrument INS010692,BOND,Y
INS010693,Instrument INS010693,BOND,Y
INS010694,Instrument INS010694,EQUITY,Y
INS010695,Instrument INS010695,FX,Y
INS010696,Instrument INS010696,EQUITY,Y
INS010697,Instrument INS010697,FX,Y
INS010698,Instrument INS010698,BOND,Y
INS010699,Instrument INS010699,FX,Y
INS010700,Instrument INS010700,EQUITY,Y
INS010701,Instrument INS010701,EQUITY,Y
INS010702,Instrument INS010702,EQUITY,Y
INS010703,Instrument INS010703,BOND,Y
INS010704,Instrument INS010704,FX,Y
INS010705,Instrument INS010705,EQUITY,Y
INS010706,Instrument INS010706,EQUITY,Y
INS010707,Instrument INS010707,EQUITY,Y
INS010708,Instrument INS010708,BOND,Y
INS010709,Instrument INS010709,EQUITY,Y
INS010710,Instrument INS010710,BOND,Y
INS010711,Instrument INS010711,BOND,Y
INS010712,Instrument INS010712,EQUITY,Y
INS010713,Instrument INS010713,BOND,Y
INS010714,Instrument INS010714,BOND,Y
INS010715,Instrument INS010715,EQUITY,Y
INS010716,Instrument INS010716,EQUITY,Y
INS010717,Instrument INS010717,FX,Y
INS010718,Instrument INS010718,EQUITY,Y
INS010719,Instrument INS010719,FX,Y
INS010720,Instrument INS010720,FX,Y
INS010721,Instrument INS010721,FX,Y
INS010722,Instrument INS010722,EQUITY,Y
INS010723,Instrument INS010723,FX,Y
INS010724,Instrument INS010724,FX,Y
INS010725,Instrument INS010725,FX,Y
INS010726,Instrument INS010726,EQUITY,Y
INS010727,Instrument INS010727,EQUITY,Y
INS010728,Instrument INS010728,EQUITY,Y
INS010729,Instrument INS010729,EQUITY,Y
INS010730,Instrument INS010730,BOND,Y
INS010731,Instrument INS010731,EQUITY,Y
INS010732,Instrument INS010732,FX,Y
INS010733,Instrument INS010733,EQUITY,Y
INS010734,Instrument INS010734,BOND,Y
INS010735,Instrument INS010735,BOND,Y
INS010736,Instrument INS010736,BOND,Y
INS010737,Instrument INS010737,EQUITY,Y
INS010738,Instrument INS010738,BOND,Y
INS010739,Instrument INS010739,BOND,Y
INS010740,Instrument INS010740,BOND,Y
INS010741,Instrument INS010741,EQUITY,Y
INS010742,Instrument INS010742,BOND,Y
INS010743,Instrument INS010743,BOND,Y
INS010744,Instrument INS010744,FX,Y
INS010745,Instrument INS010745,FX,Y
INS010746,Instrument INS010746,FX,Y
INS010747,Instrument INS010747,BOND,Y
INS010748,Instrument INS010748,FX,Y
INS010749,Instrument INS010749,EQUITY,Y
INS010750,Instrument INS010750,FX,Y
INS010751,Instrument INS010751,EQUITY,Y
INS010752,Instrument INS010752,FX,Y
INS010753,Instrument INS010753,FX,Y
INS010754,Instrument INS010754,FX,Y
INS010755,Instrument INS010755,EQUITY,Y
INS010756,Instrument INS010756,EQUITY,Y
INS010757,Instrument INS010757,FX,Y
INS010758,Instrument INS010758,EQUITY,Y
INS010759,Instrument INS010759,FX,Y
INS010760,Instrument INS010760,BOND,Y
INS010761,Instrument INS010761,BOND,Y
INS010762,Instrument INS010762,BOND,Y
INS010763,Instrument INS010763,EQUITY,Y
INS010764,Instrument INS010764,BOND,Y
INS010765,Instrument INS010765,FX,Y
INS010766,Instrument INS010766,FX,Y
INS010767,Instrument INS010767,EQUITY,Y
INS010768,Instrument INS010768,FX,Y
INS010769,Instrument INS010769,BOND,Y
INS010770,Instrument INS010770,FX,Y
INS010771,Instrument INS010771,EQUITY,Y
INS010772,Instrument INS010772,FX,Y
INS010773,Instrument INS010773,FX,Y
INS010774,Instrument INS010774,BOND,Y
INS010775,Instrument INS010775,EQUITY,Y
INS010776,Instrument INS010776,BOND,Y
INS010777,Instrument INS010777,FX,Y
INS010778,Instrument INS010778,EQUITY,Y
INS010779,Instrument INS010779,FX,Y
INS010780,Instrument INS010780,FX,Y
INS010781,Instrument INS010781,BOND,Y
INS010782,Instrument INS010782,FX,Y
INS010783,Instrument INS010783,EQUITY,Y
INS010784,Instrument INS010784,EQUITY,Y
INS010785,Instrument INS010785,BOND,Y
INS010786,Instrument INS010786,BOND,Y
INS010787,Instrument INS010787,EQUITY,Y
INS010788,Instrument INS010788,BOND,Y
INS010789,Instrument INS010789,FX,Y
INS010790,Instrument INS010790,EQUITY,Y
INS010791,Instrument INS010791,BOND,Y
INS010792,Instrument INS010792,EQUITY,Y
INS010793,Instrument INS010793,FX,Y
INS010794,Instrument INS010794,BOND,Y
INS010795,Instrument INS010795,EQUITY,Y
INS010796,Instrument INS010796,FX,Y
INS010797,Instrument INS010797,BOND,Y
INS010798,Instrument INS010798,EQUITY,Y
INS010799,Instrument INS010799,FX,Y
INS010800,Instrument INS010800,FX,Y
INS010801,Instrument INS010801,FX,Y
INS010802,Instrument INS010802,FX,Y
INS010803,Instrument INS010803,FX,Y
INS010804,Instrument INS010804,BOND,Y
INS010805,Instrument INS010805,FX,Y
INS010806,Instrument INS010806,BOND,Y
INS010807,Instrument INS010807,BOND,Y
INS010808,Instrument INS010808,EQUITY,Y
INS010809,Instrument INS010809,EQUITY,Y
INS010810,Instrument INS010810,BOND,Y
INS010811,Instrument INS010811,FX,Y
INS010812,Instrument INS010812,FX,Y
INS010813,Instrument INS010813,BOND,Y
INS010814,Instrument INS010814,FX,Y
INS010815,Instrument INS010815,BOND,Y
INS010816,Instrument INS010816,EQUITY,Y
INS010817,Instrument INS010817,FX,Y
INS010818,Instrument INS010818,FX,Y
INS010819,Instrument INS010819,FX,Y
INS010820,Instrument INS010820,EQUITY,Y
INS010821,Instrument INS010821,FX,Y
INS010822,Instrument INS010822,BOND,Y
INS010823,Instrument INS010823,FX,Y
INS010824,Instrument INS010824,BOND,Y
INS010825,Instrument INS010825,FX,Y
INS010826,Instrument INS010826,BOND,Y
INS010827,Instrument INS010827,EQUITY,Y
INS010828,Instrument INS010828,FX,Y
INS010829,Instrument INS010829,EQUITY,Y
INS010830,Instrument INS010830,EQUITY,Y
INS010831,Instrument INS010831,FX,Y
INS010832,Instrument INS010832,FX,Y
INS010833,Instrument INS010833,BOND,Y
INS010834,Instrument INS010834,FX,Y
INS010835,Instrument INS010835,FX,Y
INS010836,Instrument INS010836,BOND,Y
INS010837,Instrument INS010837,BOND,Y
INS010838,Instrument INS010838,FX,Y
INS010839,Instrument INS010839,FX,Y
INS010840,Instrument INS010840,FX,Y
INS010841,Instrument INS010841,EQUITY,Y
INS010842,Instrument INS010842,EQUITY,Y
INS010843,Instrument INS010843,FX,Y
INS010844,Instrument INS010844,BOND,Y
INS010845,Instrument INS010845,FX,Y
INS010846,Instrument INS010846,FX,Y
INS010847,Instrument INS010847,EQUITY,Y
INS010848,Instrument INS010848,FX,Y
INS010849,Instrument INS010849,FX,Y
INS010850,Instrument INS010850,EQUITY,Y
INS010851,Instrument INS010851,EQUITY,Y
INS010852,Instrument INS010852,BOND,Y
INS010853,Instrument INS010853,BOND,Y
INS010854,Instrument INS010854,BOND,Y
INS010855,Instrument INS010855,FX,Y
INS010856,Instrument INS010856,BOND,Y
INS010857,Instrument INS010857,EQUITY,Y
INS010858,Instrument INS010858,BOND,Y
INS010859,Instrument INS010859,FX,Y
INS010860,Instrument INS010860,FX,Y
INS010861,Instrument INS010861,BOND,Y
INS010862,Instrument INS010862,FX,Y
INS010863,Instrument INS010863,FX,Y
INS010864,Instrument INS010864,FX,Y
INS010865,Instrument INS010865,BOND,Y
INS010866,Instrument INS010866,FX,Y
INS010867,Instrument INS010867,BOND,Y
INS010868,Instrument INS010868,BOND,Y
INS010869,Instrument INS010869,FX,Y
INS010870,Instrument INS010870,BOND,Y
INS010871,Instrument INS010871,BOND,Y
INS010872,Instrument INS010872,FX,Y
INS010873,Instrument INS010873,FX,Y
INS010874,Instrument INS010874,BOND,Y
INS010875,Instrument INS010875,EQUITY,Y
INS010876,Instrument INS010876,EQUITY,Y
INS010877,Instrument INS010877,EQUITY,Y
INS010878,Instrument INS010878,EQUITY,Y
INS010879,Instrument INS010879,BOND,Y
INS010880,Instrument INS010880,FX,Y
INS010881,Instrument INS010881,EQUITY,Y
INS010882,Instrument INS010882,FX,Y
INS010883,Instrument INS010883,EQUITY,Y
INS010884,Instrument INS010884,EQUITY,Y
INS010885,Instrument INS010885,EQUITY,Y
INS010886,Instrument INS010886,FX,Y
INS010887,Instrument INS010887,FX,Y
INS010888,Instrument INS010888,EQUITY,Y
INS010889,Instrument INS010889,FX,Y
INS010890,Instrument INS010890,EQUITY,Y
INS010891,Instrument INS010891,BOND,Y
INS010892,Instrument INS010892,FX,Y
INS010893,Instrument INS010893,EQUITY,Y
INS010894,Instrument INS010894,BOND,Y
INS010895,Instrument INS010895,BOND,Y
INS010896,Instrument INS010896,EQUITY,Y
INS010897,Instrument INS010897,BOND,Y
INS010898,Instrument INS010898,BOND,Y
INS010899,Instrument INS010899,EQUITY,Y
INS010900,Instrument INS010900,BOND,Y
INS010901,Instrument INS010901,BOND,Y
INS010902,Instrument INS010902,EQUITY,Y
INS010903,Instrument INS010903,EQUITY,Y
INS010904,Instrument INS010904,BOND,Y
INS010905,Instrument INS010905,FX,Y
INS010906,Instrument INS010906,EQUITY,Y
INS010907,Instrument INS010907,FX,Y
INS010908,Instrument INS010908,EQUITY,Y
INS010909,Instrument INS010909,FX,Y
INS010910,Instrument INS010910,EQUITY,Y
INS010911,Instrument INS010911,BOND,Y
INS010912,Instrument INS010912,BOND,Y
INS010913,Instrument INS010913,FX,Y
INS010914,Instrument INS010914,FX,Y
INS010915,Instrument INS010915,EQUITY,Y
INS010916,Instrument INS010916,EQUITY,Y
INS010917,Instrument INS010917,FX,Y
INS010918,Instrument INS010918,FX,Y
INS010919,Instrument INS010919,BOND,Y
INS010920,Instrument INS010920,FX,Y
INS010921,Instrument INS010921,BOND,Y
INS010922,Instrument INS010922,FX,Y
INS010923,Instrument INS010923,BOND,Y
INS010924,Instrument INS010924,BOND,Y
INS010925,Instrument INS010925,BOND,Y
INS010926,Instrument INS010926,EQUITY,Y
INS010927,Instrument INS010927,BOND,Y
INS010928,Instrument INS010928,FX,Y
INS010929,Instrument INS010929,FX,Y
INS010930,Instrument INS010930,FX,Y
INS010931,Instrument INS010931,EQUITY,Y
INS010932,Instrument INS010932,BOND,Y
INS010933,Instrument INS010933,EQUITY,Y
INS010934,Instrument INS010934,BOND,Y
INS010935,Instrument INS010935,FX,Y
INS010936,Instrument INS010936,BOND,Y
INS010937,Instrument INS010937,EQUITY,Y
INS010938,Instrument INS010938,EQUITY,Y
INS010939,Instrument INS010939,EQUITY,Y
INS010940,Instrument INS010940,EQUITY,Y
INS010941,Instrument INS010941,FX,Y
INS010942,Instrument INS010942,EQUITY,Y
INS010943,Instrument INS010943,EQUITY,Y
INS010944,Instrument INS010944,EQUITY,Y
INS010945,Instrument INS010945,FX,Y
INS010946,Instrument INS010946,BOND,Y
INS010947,Instrument INS010947,FX,Y
INS010948,Instrument INS010948,FX,Y
INS010949,Instrument INS010949,FX,Y
INS010950,Instrument INS010950,BOND,Y
INS010951,Instrument INS010951,EQUITY,Y
INS010952,Instrument INS010952,FX,Y
INS010953,Instrument INS010953,EQUITY,Y
INS010954,Instrument INS010954,EQUITY,Y
INS010955,Instrument INS010955,BOND,Y
INS010956,Instrument INS010956,BOND,Y
INS010957,Instrument INS010957,FX,Y
INS010958,Instrument INS010958,BOND,Y
INS010959,Instrument INS010959,BOND,Y
INS010960,Instrument INS010960,BOND,Y
INS010961,Instrument INS010961,EQUITY,Y
INS010962,Instrument INS010962,BOND,Y
INS010963,Instrument INS010963,FX,Y
INS010964,Instrument INS010964,BOND,Y
INS010965,Instrument INS010965,FX,Y
INS010966,Instrument INS010966,FX,Y
INS010967,Instrument INS010967,BOND,Y
INS010968,Instrument INS010968,EQUITY,Y
INS010969,Instrument INS010969,FX,Y
INS010970,Instrument INS010970,FX,Y
INS010971,Instrument INS010971,FX,Y
INS010972,Instrument INS010972,BOND,Y
INS010973,Instrument INS010973,FX,Y
INS010974,Instrument INS010974,BOND,Y
INS010975,Instrument INS010975,FX,Y
INS010976,Instrument INS010976,EQUITY,Y
INS010977,Instrument INS010977,FX,Y
INS010978,Instrument INS010978,BOND,Y
INS010979,Instrument INS010979,BOND,Y
INS010980,Instrument INS010980,FX,Y
INS010981,Instrument INS010981,BOND,Y
INS010982,Instrument INS010982,EQUITY,Y
INS010983,Instrument INS010983,BOND,Y
INS010984,Instrument INS010984,FX,Y
INS010985,Instrument INS010985,EQUITY,Y
INS010986,Instrument INS010986,BOND,Y
INS010987,Instrument INS010987,FX,Y
INS010988,Instrument INS010988,BOND,Y
INS010989,Instrument INS010989,FX,Y
INS010990,Instrument INS010990,BOND,Y
INS010991,Instrument INS010991,BOND,Y
INS010992,Instrument INS010992,EQUITY,Y
INS010993,Instrument INS010993,EQUITY,Y
INS010994,Instrument INS010994,BOND,Y
INS010995,Instrument INS010995,FX,Y
INS010996,Instrument INS010996,FX,Y
INS010997,Instrument INS010997,BOND,Y
INS010998,Instrument INS010998,BOND,Y
INS010999,Instrument INS010999,EQUITY,Y
INS011000,Instrument INS011000,BOND,Y
INS011001,Instrument INS011001,BOND,Y
INS011002,Instrument INS011002,FX,Y
INS011003,Instrument INS011003,EQUITY,Y
INS011004,Instrument INS011004,EQUITY,Y
INS011005,Instrument INS011005,BOND,Y
INS011006,Instrument INS011006,EQUITY,Y
INS011007,Instrument INS011007,FX,Y
INS011008,Instrument INS011008,BOND,Y
INS011009,Instrument INS011009,BOND,Y
INS011010,Instrument INS011010,FX,Y
INS011011,Instrument INS011011,EQUITY,Y
INS011012,Instrument INS011012,EQUITY,Y
INS011013,Instrument INS011013,FX,Y
INS011014,Instrument INS011014,FX,Y
INS011015,Instrument INS011015,FX,Y
INS011016,Instrument INS011016,FX,Y
INS011017,Instrument INS011017,EQUITY,Y
INS011018,Instrument INS011018,EQUITY,Y
INS011019,Instrument INS011019,FX,Y
INS011020,Instrument INS011020,FX,Y
INS011021,Instrument INS011021,BOND,Y
INS011022,Instrument INS011022,BOND,Y
INS011023,Instrument INS011023,EQUITY,Y
INS011024,Instrument INS011024,BOND,Y
INS011025,Instrument INS011025,BOND,Y
INS011026,Instrument INS011026,BOND,Y
INS011027,Instrument INS011027,EQUITY,Y
INS011028,Instrument INS011028,BOND,Y
INS011029,Instrument INS011029,FX,Y
INS011030,Instrument INS011030,EQUITY,Y
INS011031,Instrument INS011031,BOND,Y
INS011032,Instrument INS011032,EQUITY,Y
INS011033,Instrument INS011033,BOND,Y
INS011034,Instrument INS011034,EQUITY,Y
INS011035,Instrument INS011035,FX,Y
INS011036,Instrument INS011036,BOND,Y
INS011037,Instrument INS011037,BOND,Y
INS011038,Instrument INS011038,EQUITY,Y
